Entity,Year,Solar Generation - TWh,Wind Generation -TWh,Hydro Generation - TWh,Biofuels Production - PJ - Total
Algeria,1985,0.0,0.0,0.6459999999999999,0.0
Algeria,1986,0.0,0.0,0.25,0.0
Algeria,1987,0.0,0.0,0.499,0.0
Algeria,1988,0.0,0.0,0.183,0.0
Algeria,1989,0.0,0.0,0.226,0.0
Algeria,1990,0.0,0.0,0.135,0.0
Algeria,1991,0.0,0.0,0.293,0.0
Algeria,1992,0.0,0.0,0.199,0.0
Algeria,1993,0.0,0.0,0.353,0.0
Algeria,1994,0.0,0.0,0.166,0.0
Algeria,1995,0.0,0.0,0.193,0.0
Algeria,1996,0.0,0.0,0.135,0.0
Algeria,1997,0.0,0.0,0.075,0.0
Algeria,1998,0.0,0.0,0.215,0.0
Algeria,1999,0.0,0.0,0.203,0.0
Algeria,2000,0.0,0.0,0.054000000000000006,0.0
Algeria,2001,0.0,0.0,0.069,0.0
Algeria,2002,0.0,0.0,0.057,0.0
Algeria,2003,0.0,0.0,0.265,0.0
Algeria,2004,0.0,0.0,0.251,0.0
Algeria,2005,0.0,0.0,0.5553,0.0
Algeria,2006,0.0,0.0,0.2176,0.0
Algeria,2007,0.0,0.0,0.226,0.0
Algeria,2008,0.0,0.0,0.28300000000000003,0.0
Algeria,2009,0.0,0.0,0.342,0.0
Algeria,2010,0.0091,0.0,0.173,0.0
Algeria,2011,0.01811875,0.0,0.378,0.0
Algeria,2012,0.0267230136986301,0.0,0.389,0.0
Algeria,2013,0.0286,0.0,0.099,0.0
Algeria,2014,0.06,0.001,0.193,0.0
Algeria,2015,0.058,0.019,0.145,0.0
Algeria,2016,0.245,0.0190520547945205,0.07200000000000001,0.0
Algeria,2017,0.504,0.019,0.056,0.0
Algeria,2018,0.603,0.01,0.117,0.0
Algeria,2019,0.615,0.01,0.1515,0.0
Argentina,1965,0.0,0.0,1.225,0.0
Argentina,1966,0.0,0.0,1.241,0.0
Argentina,1967,0.0,0.0,1.271,0.0
Argentina,1968,0.0,0.0,1.4980000000000002,0.0
Argentina,1969,0.0,0.0,1.344,0.0
Argentina,1970,0.0,0.0,1.555,0.0
Argentina,1971,0.0,0.0,1.544,0.0
Argentina,1972,0.0,0.0,1.504,0.0
Argentina,1973,0.0,0.0,2.994,0.0
Argentina,1974,0.0,0.0,5.0280000000000005,0.0
Argentina,1975,0.0,0.0,5.2010000000000005,0.0
Argentina,1976,0.0,0.0,5.013,0.0
Argentina,1977,0.0,0.0,5.766,0.0
Argentina,1978,0.0,0.0,7.752000000000002,0.0
Argentina,1979,0.0,0.0,10.66,0.0
Argentina,1980,0.0,0.0,15.144,0.0
Argentina,1981,0.0,0.0,14.685,0.0
Argentina,1982,0.0,0.0,17.593,0.0
Argentina,1983,0.0,0.0,18.419,0.0
Argentina,1984,0.0,0.0,19.88,0.0
Argentina,1985,0.0,0.0,20.646,0.0
Argentina,1986,0.0,0.0,21.009,0.0
Argentina,1987,0.0,0.0,21.841,0.0
Argentina,1988,0.0,0.0,15.033,0.0
Argentina,1989,0.0,0.0,12.965,0.0
Argentina,1990,0.0,0.0,17.875999999999994,0.0
Argentina,1991,0.0,0.0,16.221,0.0
Argentina,1992,0.0,0.0,19.7790505050505,0.0
Argentina,1993,0.0,0.0,23.5554747474748,0.0
Argentina,1994,0.0,0.0,27.972787878787894,0.0
Argentina,1995,0.0,0.0,28.4581212121212,0.0
Argentina,1996,0.0,0.009618000000000002,25.9451818181818,0.0
Argentina,1997,0.0,0.014592,33.0299595959596,0.0
Argentina,1998,1.7e-05,0.032541,32.421787878787896,0.0
Argentina,1999,2.6e-05,0.034781,26.5300707070707,0.0
Argentina,2000,3.6e-05,0.034758,34.034010101010104,0.191541725601132
Argentina,2001,4.3e-05,0.049361,41.9032626262626,0.382036775106082
Argentina,2002,4.7e-05,0.073405,41.4670505050505,0.382036775106082
Argentina,2003,6.500000000000001e-05,0.077954,39.080080808080794,0.382036775106082
Argentina,2004,7e-05,0.07244600000000001,35.4028787878788,0.38308345120226295
Argentina,2005,8.1e-05,0.071719665,39.3500909090909,0.382036775106082
Argentina,2006,9e-05,0.06964,43.624,1.27653330511623
Argentina,2007,0.0001089,0.061593,37.741,7.24902753239394
Argentina,2008,0.0001437,0.041951078,37.199,25.6181092657406
Argentina,2009,7.6084e-05,0.0368315286,40.783,43.07431498078179
Argentina,2010,8.589e-05,0.0253516062,40.543,71.6181992218944
Argentina,2011,0.001614,0.02659055,39.641,93.04133578421178
Argentina,2012,0.0081729668,0.369861999333,36.876,95.4091345096051
Argentina,2013,0.015074079,0.453354876,40.7,85.8192663865104
Argentina,2014,0.015944,0.619491,40.864,110.103926041544
Argentina,2015,0.014683000000000003,0.593334963,41.7709,84.46264034530469
Argentina,2016,0.014273,0.547359,38.2543932713468,117.965823528226
Argentina,2017,0.016416999999999998,0.611567,41.542978577289404,130.434732764101
Argentina,2018,0.10813,1.412743,41.64786517948379,114.132343236337
Argentina,2019,0.7996979129999999,4.995966424,37.0667870793447,102.78010371026
Asia Pacific,1965,0.0,0.0,156.0895546,0.0
Asia Pacific,1966,0.0,0.0,162.31182719999995,0.0
Asia Pacific,1967,0.0,0.0,152.8667474,0.0
Asia Pacific,1968,0.0,0.0,168.249119,0.0
Asia Pacific,1969,0.0,0.0,174.1638034,0.0
Asia Pacific,1970,0.0,0.0,180.7100104,0.0
Asia Pacific,1971,0.0,0.0,199.2820798,0.0
Asia Pacific,1972,0.0,0.0,205.116013,0.0
Asia Pacific,1973,0.0,0.0,194.011624,0.0
Asia Pacific,1974,0.0,0.0,217.904609488889,0.0
Asia Pacific,1975,0.0,0.0,232.44425036363603,0.0
Asia Pacific,1976,0.0,0.0,233.25336989898997,0.0
Asia Pacific,1977,0.0,0.0,227.038314020202,0.0
Asia Pacific,1978,0.0,0.0,237.04640937688,0.0
Asia Pacific,1979,0.0,0.0,256.981874673625,0.0
Asia Pacific,1980,0.0,0.0,273.447218798653,0.0
Asia Pacific,1981,0.0,0.0,289.729690163187,0.0
Asia Pacific,1982,0.0,0.0,282.667187430307,0.0
Asia Pacific,1983,0.0,0.0,299.341370798708,0.0
Asia Pacific,1984,0.0,0.0,299.406694026024,0.0
Asia Pacific,1985,0.0,0.0,320.044613429226,0.0
Asia Pacific,1986,0.0,0.0,328.159102202165,0.0
Asia Pacific,1987,0.0,0.0,326.891281231324,0.0
Asia Pacific,1988,0.0,0.0,361.7862616636209,0.0
Asia Pacific,1989,0.0,0.0,388.0435298681391,0.0
Asia Pacific,1990,0.004,0.0323232323232323,399.271542834368,0.0
Asia Pacific,1991,0.00945,0.122000909090909,410.524272373348,0.0
Asia Pacific,1992,0.0276,0.22047404040404,401.524650190697,0.0
Asia Pacific,1993,0.0431,0.311836666666667,440.28692061089896,0.0
Asia Pacific,1994,0.0534,0.583588080808081,443.29819759305,0.0
Asia Pacific,1995,0.070660101010101,1.12160131313131,483.43443187618203,0.0
Asia Pacific,1996,0.0981606060606061,0.9912050664848492,473.409440734879,0.0
Asia Pacific,1997,0.147015451951017,1.21395004149495,475.8946676647471,0.0
Asia Pacific,1998,0.20291885606060606,1.48955016659596,506.67429467677596,0.0
Asia Pacific,1999,0.286266606060606,2.05324900639394,500.242965172028,0.0
Asia Pacific,2000,0.428484426231355,2.56394697970469,521.652070630739,3.79262878787879
Asia Pacific,2001,0.608506426324449,3.51740941797741,570.462755885721,4.1037077814924405
Asia Pacific,2002,0.8291114251139979,4.06701324667883,578.907887429803,10.923906408498
Asia Pacific,2003,1.1165706081700502,5.34087585515362,594.353407470859,24.741272387374305
Asia Pacific,2004,1.46378501348719,9.18669339997316,699.1512328160492,24.9929905651817
Asia Pacific,2005,1.85254052752161,12.019193605714099,727.8744500242128,39.370159198269796
Asia Pacific,2006,2.29110778005653,18.5698071338417,801.696935047466,63.8251408380915
Asia Pacific,2007,2.75747517258627,24.651011017376,852.172959146771,87.3426449511415
Asia Pacific,2008,3.3623403444994104,36.12928497993021,997.7759893075661,139.284618863339
Asia Pacific,2009,4.40856319037846,54.879514823186,968.085957101319,144.502927037703
Asia Pacific,2010,6.77846987186939,81.5253556283363,1097.6868666475,155.18284260235902
Asia Pacific,2011,12.246195027046301,113.632013920303,1117.78056781212,248.08985127005002
Asia Pacific,2012,17.6242733888576,147.770371079641,1261.99265520226,298.425611716503
Asia Pacific,2013,32.463895794148996,188.80908059963696,1385.56835696699,356.77844365886
Asia Pacific,2014,63.0136939917329,214.83855020360298,1521.86822491923,430.46208815662595
Asia Pacific,2015,95.62750982963641,243.33918162815,1565.63574211012,360.663390823442
Asia Pacific,2016,141.679573535926,312.537164536835,1622.9595675502899,410.7755843968821
Asia Pacific,2017,219.88937186945,388.0033371176929,1671.9711194136498,425.721614123775
Asia Pacific,2018,313.219324852448,463.71054237463204,1710.85692038584,542.016321742193
Asia Pacific,2019,393.921841313712,514.259616422061,1783.6566278245498,655.8770121527481
Australia,1965,0.0,0.0,7.689756,0.0
Australia,1966,0.0,0.0,7.3450428,0.0
Australia,1967,0.0,0.0,7.605787400000001,0.0
Australia,1968,0.0,0.0,7.9505006,0.0
Australia,1969,0.0,0.0,8.684121000000001,0.0
Australia,1970,0.0,0.0,10.170687,0.0
Australia,1971,0.0,0.0,11.507442800000002,0.0
Australia,1972,0.0,0.0,11.5533144,0.0
Australia,1973,0.0,0.0,12.2858392,0.0
Australia,1974,0.0,0.0,13.8739202,0.0
Australia,1975,0.0,0.0,14.8878016,0.0
Australia,1976,0.0,0.0,14.153858800000002,0.0
Australia,1977,0.0,0.0,13.543950199999998,0.0
Australia,1978,0.0,0.0,14.6753494,0.0
Australia,1979,0.0,0.0,14.246055599999998,0.0
Australia,1980,0.0,0.0,13.4665978,0.0
Australia,1981,0.0,0.0,13.8663438,0.0
Australia,1982,0.0,0.0,12.770334,0.0
Australia,1983,0.0,0.0,12.123648,0.0
Australia,1984,0.0,0.0,13.125948800000002,0.0
Australia,1985,0.0,0.0,13.9405106,0.0
Australia,1986,0.0,0.0,14.0257988,0.0
Australia,1987,0.0,0.0,13.613796,0.0
Australia,1988,0.0,0.0,14.334443599999998,0.0
Australia,1989,0.0,0.0,14.253669,0.0
Australia,1990,0.0,0.0,14.7595,0.0
Australia,1991,0.00545,0.0,15.6535,0.0
Australia,1992,0.0121,0.0,15.9415,0.0
Australia,1993,0.0146,0.002,16.387,0.0
Australia,1994,0.0174,0.0055,16.15,0.0
Australia,1995,0.02115,0.006999999999999999,15.630999999999998,0.0
Australia,1996,0.0256,0.006999999999999999,15.9685,0.0
Australia,1997,0.03065,0.0075,15.9525,0.0
Australia,1998,0.0356,0.018000000000000002,15.798,0.0
Australia,1999,0.0406,0.043,16.2815,0.0
Australia,2000,0.04675,0.134,16.4665,0.0
Australia,2001,0.05415,0.287,16.1235,0.0
Australia,2002,0.0583,0.53355,16.095,0.0
Australia,2003,0.0632,0.70405,16.21055,1.925928
Australia,2004,0.07295,0.795,15.68665,1.1545057256011295
Australia,2005,0.08405,1.29905,15.4657,1.13566077510608
Australia,2006,0.0975,2.1621,14.9451,2.14571755021216
Australia,2007,0.11375,2.8521,13.04895,4.18415271287129
Australia,2008,0.1392,3.45845,11.81515,6.7480355304101804
Australia,2009,0.29024203008216604,4.43775,12.64205,9.70616268591347
Australia,2010,0.977648279820896,4.985,13.746,7.57089468591347
Australia,2011,2.0445465700988,6.432,19.572,9.15899154979074
Australia,2012,2.412,7.725,17.035999999999998,9.6977908964016
Australia,2013,3.8474,9.259,19.089,10.242074896401599
Australia,2014,4.952,9.777,14.484000000000002,10.7571979163179
Australia,2015,6.206481167784232,11.8384685946644,14.0852819443491,9.51270646080884
Australia,2016,7.4748105113531516,13.026391374148,17.6307950484002,8.06464927754526
Australia,2017,8.957432679441007,13.195227437602199,13.502154624433599,5.33600691101811
Australia,2018,12.2792442903382,16.411507459498697,17.3558390854922,6.298970911018111
Australia,2019,17.9507144806974,19.524461876731998,14.2938751268244,6.698002101962639
Austria,1965,0.0,0.0,16.083,0.0
Austria,1966,0.0,0.0,17.331,0.0
Austria,1967,0.0,0.0,17.698,0.0
Austria,1968,0.0,0.0,18.185,0.0
Austria,1969,0.0,0.0,16.718,0.0
Austria,1970,0.0,0.0,21.2897,0.0
Austria,1971,0.0,0.0,16.8201,0.0
Austria,1972,0.0,0.0,17.2876,0.0
Austria,1973,0.0,0.0,19.2092,0.0
Austria,1974,0.0,0.0,22.7122,0.0
Austria,1975,0.0,0.0,23.7952,0.0
Austria,1976,0.0,0.0,20.5656,0.0
Austria,1977,0.0,0.0,24.9208,0.0
Austria,1978,0.0,0.0,24.9408,0.0
Austria,1979,0.0,0.0,28.0968,0.0
Austria,1980,0.0,0.0,29.1099,0.0
Austria,1981,0.0,0.0,30.8473,0.0
Austria,1982,0.0,0.0,30.8963,0.0
Austria,1983,0.0,0.0,30.6063,0.0
Austria,1984,0.0,0.0,26.849564,0.0
Austria,1985,0.0,0.0,30.775146000000003,0.0
Austria,1986,0.0,0.0,30.903927000000003,0.0
Austria,1987,0.0,0.0,35.387991,0.0
Austria,1988,0.0,0.0,35.304088,0.0
Austria,1989,0.0,0.0,35.08243,0.0
Austria,1990,0.0,0.0,31.509,0.2637684
Austria,1991,0.0,0.0,31.4434,0.2888892
Austria,1992,0.0,0.0,34.8484,0.3223836
Austria,1993,0.001,0.0,36.705556,0.3642516
Austria,1994,0.001,0.0,35.7075,0.2428344
Austria,1995,0.001,0.001,37.067222,0.4689216
Austria,1996,0.001,0.005,34.216111,0.5107896
Austria,1997,0.002,0.02,36.10527800000001,0.5526576
Austria,1998,0.002,0.045,37.163333,0.5945256
Austria,1999,0.002,0.051,40.6991208,0.6531408000000001
Austria,2000,0.003,0.067,41.83565055045,0.7661669024045259
Austria,2001,0.005,0.172,40.455481650330206,0.764073550212164
Austria,2002,0.009000000000000001,0.203,40.227002809133296,0.955091937765205
Austria,2003,0.015,0.366,33.214992039975,1.14611032531825
Austria,2004,0.018000000000000002,0.924,36.762283,2.10695898161245
Austria,2005,0.021018375,1.3312767567448,37.0951383370445,3.05629420084866
Austria,2006,0.022386875,1.75279298367607,35.6560847696384,4.584441301272981
Austria,2007,0.024238375,2.03718492749374,37.0544528638766,9.29112432585408
Austria,2008,0.03011991,2.01125740868278,38.3294910423621,11.250271000067501
Austria,2009,0.04891428,1.95404016813174,40.8963033646974,15.6126259111625
Austria,2010,0.08881314,2.06391373604185,38.3634182926812,16.361598
Austria,2011,0.17406996,1.93623636014216,34.23908351416011,16.3093
Austria,2012,0.33748305,2.46202901904667,43.8041046884235,16.3093
Austria,2013,0.625974,3.15323156246948,42.0465272976832,15.6738
Austria,2014,0.785246,3.84576803451967,41.0102593673497,13.7868
Austria,2015,0.937098,4.84034310174837,37.055528375898,15.9546
Austria,2016,1.096016,5.234838273,39.8447161470418,17.5608
Austria,2017,1.2689709999999998,6.571511136,38.293433,16.3681
Austria,2018,1.437640969,6.030429449,37.638007,16.16291
Austria,2019,1.351575863,7.4354727139999985,40.731842666,15.8902
Azerbaijan,1985,0.0,0.0,1.3125618,0.0
Azerbaijan,1986,0.0,0.0,0.8043308000000001,0.0
Azerbaijan,1987,0.0,0.0,0.8043308000000001,0.0
Azerbaijan,1988,0.0,0.0,0.6982651999999999,0.0
Azerbaijan,1989,0.0,0.0,0.6982651999999999,0.0
Azerbaijan,1990,0.0,0.0,1.658,0.0
Azerbaijan,1991,0.0,0.0,1.7593,0.0
Azerbaijan,1992,0.0,0.0,1.7473,0.0
Azerbaijan,1993,0.0,0.0,2.426,0.0
Azerbaijan,1994,0.0,0.0,1.83,0.0
Azerbaijan,1995,0.0,0.0,1.556,0.0
Azerbaijan,1996,0.0,0.0,1.537,0.0
Azerbaijan,1997,0.0,0.0,1.712,0.0
Azerbaijan,1998,0.0,0.0,1.951,0.0
Azerbaijan,1999,0.0,0.0,1.506,0.0
Azerbaijan,2000,0.0,0.0,1.534,0.0
Azerbaijan,2001,0.0,0.0,1.301,0.0
Azerbaijan,2002,0.0,0.0,2.02,0.0
Azerbaijan,2003,0.0,0.0,2.47,0.0
Azerbaijan,2004,0.0,0.0,2.755,0.0
Azerbaijan,2005,0.0,0.0,3.0094,0.0
Azerbaijan,2006,0.0,0.0,2.518,0.0
Azerbaijan,2007,0.0,0.0,2.364,0.0
Azerbaijan,2008,0.0,0.0,2.232,0.0
Azerbaijan,2009,0.0,0.0021,2.3084,0.0
Azerbaijan,2010,0.0,0.0005,3.4463,0.0
Azerbaijan,2011,0.0,0.0,2.6758,0.0
Azerbaijan,2012,0.0,0.0,1.821,0.0
Azerbaijan,2013,0.0008,0.0008,1.4891,0.0
Azerbaijan,2014,0.0029,0.0023,1.2997,0.0
Azerbaijan,2015,0.0046,0.0046,1.6375,0.0
Azerbaijan,2016,0.0353,0.0228,1.9593,0.0
Azerbaijan,2017,0.0372,0.0221,1.7464,0.0
Azerbaijan,2018,0.03926,0.0822,1.76795,0.0
Azerbaijan,2019,0.0438,0.13464434389140306,1.5646,0.0
Bangladesh,1965,0.0,0.0,0.0,0.0
Bangladesh,1966,0.0,0.0,0.0,0.0
Bangladesh,1967,0.0,0.0,0.0,0.0
Bangladesh,1968,0.0,0.0,0.0,0.0
Bangladesh,1969,0.0,0.0,0.0,0.0
Bangladesh,1970,0.0,0.0,0.0,0.0
Bangladesh,1971,0.0,0.0,0.0,0.0
Bangladesh,1972,0.0,0.0,0.175,0.0
Bangladesh,1973,0.0,0.0,0.331,0.0
Bangladesh,1974,0.0,0.0,0.243,0.0
Bangladesh,1975,0.0,0.0,0.436,0.0
Bangladesh,1976,0.0,0.0,0.494,0.0
Bangladesh,1977,0.0,0.0,0.4370000000000001,0.0
Bangladesh,1978,0.0,0.0,0.506,0.0
Bangladesh,1979,0.0,0.0,0.5870000000000001,0.0
Bangladesh,1980,0.0,0.0,0.583,0.0
Bangladesh,1981,0.0,0.0,0.625,0.0
Bangladesh,1982,0.0,0.0,0.523,0.0
Bangladesh,1983,0.0,0.0,0.662,0.0
Bangladesh,1984,0.0,0.0,0.897,0.0
Bangladesh,1985,0.0,0.0,0.7390000000000001,0.0
Bangladesh,1986,0.0,0.0,0.45,0.0
Bangladesh,1987,0.0,0.0,0.517,0.0
Bangladesh,1988,0.0,0.0,0.675,0.0
Bangladesh,1989,0.0,0.0,0.92,0.0
Bangladesh,1990,0.0,0.0,0.884,0.0
Bangladesh,1991,0.0,0.0,0.838,0.0
Bangladesh,1992,0.0,0.0,0.7959999999999999,0.0
Bangladesh,1993,0.0,0.0,0.608,0.0
Bangladesh,1994,0.0,0.0,0.847,0.0
Bangladesh,1995,0.0,0.0,0.3720000000000001,0.0
Bangladesh,1996,0.0,0.0,0.7390000000000001,0.0
Bangladesh,1997,0.0,0.0,0.7190000000000001,0.0
Bangladesh,1998,0.0,0.0,0.865,0.0
Bangladesh,1999,0.0,0.0,0.833,0.0
Bangladesh,2000,0.0,0.0,0.7490000000000001,0.0
Bangladesh,2001,0.0,0.0,0.993,0.0
Bangladesh,2002,0.0001,0.0,0.7490000000000001,0.0
Bangladesh,2003,0.0009,0.0,0.7490000000000001,0.0
Bangladesh,2004,0.0019,0.0,0.7490000000000001,0.0
Bangladesh,2005,0.0034,0.0,0.7490000000000001,0.0
Bangladesh,2006,0.0054,0.0016,0.7490000000000001,0.0
Bangladesh,2007,0.009000000000000001,0.0016,0.7490000000000001,0.0
Bangladesh,2008,0.0152,0.0029,0.95,0.0
Bangladesh,2009,0.0251,0.0051,0.417,0.0
Bangladesh,2010,0.0443,0.0051,0.7290000000000001,0.0
Bangladesh,2011,0.0584,0.0051,0.872,0.0
Bangladesh,2012,0.0909,0.0051,0.777,0.0
Bangladesh,2013,0.129563,0.005081,0.7283787279999999,0.0
Bangladesh,2014,0.166947,0.005081,0.5664534379999999,0.0
Bangladesh,2015,0.198389,0.005081,0.898146455,0.0
Bangladesh,2016,0.212637,0.005081,0.884632595,0.0
Bangladesh,2017,0.274312,0.005081,1.029528088,0.0
Bangladesh,2018,0.297811616169918,0.005081,0.865411112,0.0
Bangladesh,2019,0.42063764130293707,0.005081,0.8230911890000001,0.0
Belarus,1985,0.0,0.0,0.02,0.0
Belarus,1986,0.0,0.0,0.02,0.0
Belarus,1987,0.0,0.0,0.02,0.0
Belarus,1988,0.0,0.0,0.02,0.0
Belarus,1989,0.0,0.0,0.02,0.0
Belarus,1990,0.0,0.0,0.02,0.0
Belarus,1991,0.0,0.0,0.018000000000000002,0.0
Belarus,1992,0.0,0.0,0.017,0.0
Belarus,1993,0.0,0.0,0.019,0.0
Belarus,1994,0.0,0.0,0.019,0.0
Belarus,1995,0.0,0.0,0.02,0.0
Belarus,1996,0.0,0.0,0.016,0.0
Belarus,1997,0.0,0.0,0.021,0.0
Belarus,1998,0.0,0.0,0.028,0.0
Belarus,1999,0.0,0.0,0.019,0.0
Belarus,2000,0.0,0.0,0.027000000000000003,0.0
Belarus,2001,0.0,0.0,0.03,0.0
Belarus,2002,0.0,0.0,0.029,0.0
Belarus,2003,0.0,0.0,0.028,0.0
Belarus,2004,0.0,0.0010101010101010099,0.033,0.0
Belarus,2005,0.0,0.001,0.036000000000000004,0.0
Belarus,2006,0.0,0.001,0.035,0.0
Belarus,2007,0.0,0.001,0.035,0.0
Belarus,2008,0.0,0.001,0.039,0.0
Belarus,2009,0.0,0.001,0.045,0.0
Belarus,2010,0.0,0.001,0.045,0.0
Belarus,2011,0.0,0.004,0.042,0.0
Belarus,2012,0.0,0.006,0.07200000000000001,0.0
Belarus,2013,0.0004,0.008,0.138,0.0
Belarus,2014,0.002,0.009000000000000001,0.121,0.0
Belarus,2015,0.009000000000000001,0.039,0.111,0.0
Belarus,2016,0.026,0.073,0.142,0.0
Belarus,2017,0.08900000000000001,0.097,0.405,0.0
Belarus,2018,0.118,0.099,0.324,0.0
Belarus,2019,0.119758911227807,0.106344213835895,0.324,0.0
Belgium,1965,0.0,0.0,0.272,0.0
Belgium,1966,0.0,0.0,0.299,0.0
Belgium,1967,0.0,0.0,0.238,0.0
Belgium,1968,0.0,0.0,0.244,0.0
Belgium,1969,0.0,0.0,0.23,0.0
Belgium,1970,0.0,0.0,0.246,0.0
Belgium,1971,0.0,0.0,0.134,0.0
Belgium,1972,0.0,0.0,0.18,0.0
Belgium,1973,0.0,0.0,0.171,0.0
Belgium,1974,0.0,0.0,0.24,0.0
Belgium,1975,0.0,0.0,0.183,0.0
Belgium,1976,0.0,0.0,0.109,0.0
Belgium,1977,0.0,0.0,0.224,0.0
Belgium,1978,0.0,0.0,0.223,0.0
Belgium,1979,0.0,0.0,0.234,0.0
Belgium,1980,0.0,0.0,0.278,0.0
Belgium,1981,0.0,0.0,0.381,0.0
Belgium,1982,0.0,0.0,0.333,0.0
Belgium,1983,0.0,0.0,0.336,0.0
Belgium,1984,0.0,0.0,0.35100000000000003,0.0
Belgium,1985,0.0,0.0,0.287,0.0
Belgium,1986,0.0,0.0,0.343,0.0
Belgium,1987,0.0,0.006,0.429,0.0
Belgium,1988,0.0,0.008,0.359,0.0
Belgium,1989,0.0,0.006999999999999999,0.305,0.0
Belgium,1990,0.0,0.006999999999999999,0.266,0.0
Belgium,1991,0.0,0.008,0.229,0.0
